id,paper_id,primers,longitude,latitude,continent,sample_type,ITS1_extracted,ITS2_extracted,ITS_total,Biome,MAT,MAP,pH,year_start,year_end,year_of_sampling,manipulated
13971,Yang_2017_2AFC,ITS3/ITS4,98.9,36.9333,Asia,soil,0,77952,77952,grassland,0.7,145,8.12,2011,2011,2011,FALSE
13972,Yang_2017_2AFC,ITS3/ITS4,98.3833,37.0167,Asia,soil,0,86087,86087,grassland,1.9,134,8.57,2011,2011,2011,FALSE
13975,Yang_2017_2AFC,ITS3/ITS4,100.817,34.85,Asia,soil,0,90499,90499,grassland,0,334,7.22,2011,2011,2011,FALSE
13976,Yang_2017_2AFC,ITS3/ITS4,100.483,35.55,Asia,soil,0,67934,67934,grassland,1.2,541,7.8,2011,2011,2011,FALSE
13977,Yang_2017_2AFC,ITS3/ITS4,94.2667,35.7,Asia,soil,1,50250,50251,grassland,-4.2,132,8.24,2011,2011,2011,FALSE
13983,Lin_2020_KX,ITS3/ITS4,94.4269,29.6497,Asia,root,0,20609,20609,forest,4.4,617,5.62,2018,2018,2018,FALSE
13984,Yang_2017_2AFC,ITS3/ITS4,96.2,34.1,Asia,soil,0,36237,36237,grassland,-2.9,280,7.21,2011,2011,2011,FALSE
13986,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,root,0,38145,38145,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
13987,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,soil,0,46454,46454,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
13990,Yang_2017_2AFC,ITS3/ITS4,93.0333,35.1167,Asia,soil,0,57363,57363,grassland,-5.2,288,8.94,2011,2011,2011,FALSE
13991,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,soil,0,45414,45414,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
13992,Yang_2020_addH,ITS3/ITS4,122.086,50.9448,Asia,soil,0,28945,28945,forest,-2.7,394,4.91,2017,2017,2017,FALSE
13994,Zheng_2021_QP,fITS7/ITS4,113.728,21.9445,Asia,soil,0,40328,40328,woodland,22.1,2186,4.34,2014,2014,2014,FALSE
13995,Yang_2017_2AFC,ITS3/ITS4,95.4833,37.4333,Asia,soil,0,141236,141236,grassland,2.5,45,7.72,2011,2011,2011,FALSE
13996,Yang_2017_2AFC,ITS3/ITS4,101.017,36.85,Asia,soil,0,60470,60470,grassland,1.7,319,8.2,2011,2011,2011,FALSE
13997,Yang_2017_2AFC,ITS3/ITS4,95.7,33.9333,Asia,soil,0,61119,61119,grassland,-1.7,236,7.38,2011,2011,2011,FALSE
14000,Yang_2017_2AFC,ITS3/ITS4,96.7333,32.8833,Asia,soil,0,74236,74236,grassland,-0.3,342,6.97,2011,2011,2011,FALSE
14001,Yang_2017_2AFC,ITS3/ITS4,98.25,34.8667,Asia,soil,0,94894,94894,grassland,-3.4,237,8.3,2011,2011,2011,FALSE
14003,Yang_2017_2AFC,ITS3/ITS4,100.217,34.5333,Asia,soil,0,44871,44871,grassland,-0.4,267,7.48,2011,2011,2011,FALSE
14006,Yang_2017_2AFC,ITS3/ITS4,97.1333,37.35,Asia,soil,45,58617,58662,grassland,3.3,106,8.43,2011,2011,2011,FALSE
14009,Yang_2017_2AFC,ITS3/ITS4,99.4667,35.4333,Asia,soil,0,87662,87662,grassland,-2.9,301,8.2,2011,2011,2011,FALSE
14010,Lin_2020_KX,ITS3/ITS4,94.4269,29.6497,Asia,soil,0,37720,37720,forest,4.4,617,5.62,2018,2018,2018,FALSE
14011,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,root,0,30371,30371,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
14016,Yang_2017_2AFC,ITS3/ITS4,96.3667,33.9667,Asia,soil,0,51674,51674,grassland,-1.9,283,7.4,2011,2011,2011,FALSE
14019,Lin_2020_KX,ITS3/ITS4,94.4269,29.6497,Asia,soil,0,36979,36979,forest,4.4,617,5.62,2018,2018,2018,FALSE
14021,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,soil,0,33384,33384,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
14024,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,soil,0,53506,53506,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
14026,Yang_2017_2AFC,ITS3/ITS4,90.6167,30.2,Asia,soil,1,54701,54702,grassland,1.1,284,8.6,2011,2011,2011,FALSE
14027,Lin_2020_KX,ITS3/ITS4,94.4269,29.6497,Asia,root,0,36477,36477,forest,4.4,617,5.62,2018,2018,2018,FALSE
14028,Li_2020_TE,ITS3_KYO2/ITS4,102.096,29.6077,Asia,soil,0,18723,18723,forest,12,595,6.2,2014,2014,2014,FALSE
14030,Yang_2017_2AFC,ITS3/ITS4,96.7333,32.8833,Asia,soil,0,72295,72295,grassland,-0.3,342,7.4,2011,2011,2011,FALSE
14033,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,soil,0,40100,40100,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
14034,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,root,0,37803,37803,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
14036,Yang_2017_2AFC,ITS3/ITS4,100.217,35.9833,Asia,soil,0,77404,77404,grassland,2.6,330,8.15,2011,2011,2011,FALSE
14037,Yang_2017_2AFC,ITS3/ITS4,91.5333,30.6167,Asia,soil,0,56172,56172,grassland,1.1,311,6.17,2011,2011,2011,FALSE
14038,Yang_2020_addH,ITS3/ITS4,121.495,50.9427,Asia,soil,0,38763,38763,forest,-3,462,5.49,2017,2017,2017,FALSE
14040,Yang_2017_2AFC,ITS3/ITS4,96.9167,33.0167,Asia,soil,0,63955,63955,grassland,1.3,244,8.2,2011,2011,2011,FALSE
14041,Yang_2017_2AFC,ITS3/ITS4,100.1,37.4,Asia,soil,0,73811,73811,grassland,-0.8,279,7.58,2011,2011,2011,FALSE
14042,Yang_2017_2AFC,ITS3/ITS4,92.8667,31.8167,Asia,soil,0,75327,75327,grassland,0.7,285,7.33,2011,2011,2011,FALSE
14047,Lin_2020_KX,ITS3/ITS4,94.4269,29.6497,Asia,soil,0,37878,37878,forest,4.4,617,5.62,2018,2018,2018,FALSE
14048,Lin_2020_KX,ITS3/ITS4,94.4269,29.6497,Asia,soil,0,40675,40675,forest,4.4,617,5.62,2018,2018,2018,FALSE
14052,Lin_2020_KX,ITS3/ITS4,94.4269,29.6497,Asia,soil,0,41194,41194,forest,4.4,617,5.62,2018,2018,2018,FALSE
14053,Yang_2017_2AFC,ITS3/ITS4,95.8667,33.7167,Asia,soil,0,67814,67814,grassland,-1.5,273,7.4,2011,2011,2011,FALSE
14055,Yang_2017_2AFC,ITS3/ITS4,98.9667,34.8333,Asia,soil,0,69444,69444,grassland,-5,459,7.8,2011,2011,2011,FALSE
14056,Yang_2017_2AFC,ITS3/ITS4,99.4667,35.4333,Asia,soil,0,79646,79646,grassland,-2.9,301,8.4,2011,2011,2011,FALSE
14058,Zheng_2021_QP,fITS7/ITS4,112.333,16.9333,Asia,soil,0,24842,24842,shrubland,26.9,1463,9.6,2014,2014,2014,FALSE
14061,Yang_2017_2AFC,ITS3/ITS4,92.35,33.95,Asia,soil,1,44150,44151,grassland,-3,208,8.39,2011,2011,2011,FALSE
14063,Yang_2017_2AFC,ITS3/ITS4,100.217,35.9833,Asia,soil,0,85294,85294,grassland,2.6,330,8.17,2011,2011,2011,FALSE
14065,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,soil,0,50828,50828,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
14067,Tedersoo_2014_B9DD,ITS3/ITS4,128.261,42.0602,Asia,soil,0,8625,8625,forest,0.6,914,3.93,2011,2011,2011,FALSE
14069,Yang_2017_2AFC,ITS3/ITS4,91.6667,32.1833,Asia,soil,0,54532,54532,grassland,-1.2,288,7.71,2011,2011,2011,FALSE
14070,Yang_2017_2AFC,ITS3/ITS4,93.3167,35.3167,Asia,soil,0,48838,48838,grassland,-4.5,218,8.29,2011,2011,2011,FALSE
14073,Yang_2017_2AFC,ITS3/ITS4,98.25,34.8667,Asia,soil,0,52684,52684,grassland,-3.4,237,8.51,2011,2011,2011,FALSE
14074,Yang_2017_2AFC,ITS3/ITS4,100.883,36.3167,Asia,soil,0,73142,73142,grassland,1.5,300,7.94,2011,2011,2011,FALSE
14077,Yang_2017_2AFC,ITS3/ITS4,99.3,36.7,Asia,soil,4,74483,74487,grassland,1.4,188,7.73,2011,2011,2011,FALSE
14079,Yang_2017_2AFC,ITS3/ITS4,100.45,36.1167,Asia,soil,0,77941,77941,grassland,3.4,315,8.5,2011,2011,2011,FALSE
14087,Bissett_AAAA_2016,ITS1F/ITS4,148.599,-34.8585,Australia,soil,31500,6643,38143,woodland,14,680,4.4,2013,2013,2013,FALSE
14090,Wang_2020_addCL,ITS1F/ITS2,105.06,37.5843,Asia,soil,49155,0,49155,desert,10.1,190,8.22,2015,2015,2015,FALSE
14096,Bissett_AAAA_2016,ITS1F/ITS4,138.699,-34.7183,Australia,soil,56821,16900,73721,woodland,15.9,562,7.5,2016,2016,2016,FALSE
14100,Li_2020_TE,ITS3_KYO2/ITS4,102.031,29.5866,Asia,soil,0,20284,20284,forest,8.6,605,4.16,2014,2014,2014,FALSE
14107,Wang_2019_B506,ITS1F/ITS2,106.243,36.016,Asia,soil,41156,0,41156,grassland,7.3,415,8.36,2016,2016,2016,FALSE
14110,Bissett_AAAA_2016,ITS1F/ITS4,150.319,-33.648,Australia,soil,56635,42247,98882,forest,11.7,1100,5,2015,2015,2015,FALSE
14111,Park_2020_609a,ITS3/ITS4,128.463,38.0321,Asia,rhizosphere soil,0,96162,96162,forest,8.1,1382,5.4,2018,2018,2018,FALSE
14112,Zhao_2020_mBU,ITS1F/ITS2,114.056,31.8008,Asia,soil,160950,0,160950,forest,15.3,935,4.57,2017,2017,2017,TRUE
14116,Bissett_AAAA_2016,ITS1F/ITS4,152.878,-27.3876,Australia,soil,101542,15210,116752,anthropogenic,20.2,949,5.9,2013,2013,2013,FALSE
14118,Bissett_AAAA_2016,ITS1F/ITS4,138.692,-34.7218,Australia,soil,54260,4739,58999,grassland,15.9,562,8.1,2016,2016,2016,FALSE
14119,Bissett_AAAA_2016,ITS1F/ITS4,138.692,-34.7218,Australia,soil,0,50725,50725,grassland,15.9,562,8.1,2016,2016,2016,FALSE
14126,Hanif_2019_2019,gITS7/ITS4,112.83,22.57,Asia,soil,0,35614,35614,forest,22.8,1930,3.9478,2018,2018,2018,FALSE
14127,Hanif_2019_2019,gITS7/ITS4,112.83,22.57,Asia,soil,0,54372,54372,forest,22.8,1930,3.7678,2018,2018,2018,FALSE
14129,Bissett_AAAA_2016,ITS1F/ITS4,116.069,-32.6197,Australia,soil,0,67929,67929,forest,16.2,1306,5.9,2016,2016,2016,FALSE
14132,Gupta_2019_8E61,ITS1F/ITS2,143.144,-37.3155,Australia,soil,142800,0,142800,cropland,12.9,547,7.2,2017,2017,2017,FALSE
14142,Zheng_2021_QP,fITS7/ITS4,113.728,21.9445,Asia,soil,0,86598,86598,woodland,22.1,2186,4.48,2014,2014,2014,FALSE
14162,Purahong_2017_8EFD,ITS1F/ITS4,118.158,29.2519,Asia,deadwood,2866,3087,5953,forest,14.8,2450,4.3,2012,2012,2012,FALSE
14164,Bissett_AAAA_2016,ITS1F/ITS4,138.69,-35.2721,Australia,soil,12527,4851,17378,woodland,13.8,831,5.2,2013,2013,2013,FALSE
14165,Bissett_AAAA_2016,ITS1F/ITS4,132.222,-30.9007,Australia,soil,0,14992,14992,shrubland,18,251,9.4,2016,2016,2016,FALSE
14167,Bissett_AAAA_2016,ITS1F/ITS4,116.046,-32.5986,Australia,soil,64464,15512,79976,forest,16.7,1229,5.6,2016,2016,2016,FALSE
14170,Xiao_2020_mCP,ITS1F/ITS2,100.25,37.3,Asia,soil,71487,0,71487,grassland,-0.4,331,7.75,2019,2019,2019,TRUE
14171,DelgadoBaquerizo_2017_BB88,fITS7/ITS4,118.404,49.4943,Asia,soil,0,70000,70000,shrubland,0,311,6.55343775,2010,2010,2010,FALSE
14176,Kerfahi_2016_19C8,ITS1F/ITS2,101.789,2.7439,Asia,soil,8153,0,8153,cropland,27,2077,5.09,2014,2014,2014,FALSE
14180,Bissett_AAAA_2016,ITS1F/ITS4,143.141,-13.6788,Australia,soil,214915,10246,225161,forest,25.4,1209,5.3,2015,2015,2015,FALSE
14181,Zheng_2021_QP,fITS7/ITS4,114.016,21.8662,Asia,soil,0,32258,32258,woodland,23.6,1746,4.35,2014,2014,2014,FALSE
14185,Bissett_AAAA_2016,ITS1F/ITS4,148.285,-42.173,Australia,soil,95221,12609,107830,forest,13.3,719,5.1,2013,2013,2013,FALSE
14193,Zheng_2021_QP,fITS7/ITS4,114.051,21.8981,Asia,soil,0,26767,26767,woodland,23.4,1848,4.93,2014,2014,2014,FALSE
14195,Jiao_2020_IB,ITS5/ITS2,102.83,25.44,Asia,soil,75416,0,75416,cropland,13.4,1143,8.07,2017,2017,2017,FALSE
14198,Matsuoka_2016_8BAF,ITS1F/ITS2,128.23,26.73,Asia,root,1011,0,1011,forest,21.2,2680,3.78,2009,2009,2009,FALSE
14204,Bissett_AAAA_2016,ITS1F/ITS4,148.797,-35.4239,Australia,soil,58902,3662,62564,forest,9.2,1221,5.8,2013,2013,2013,FALSE
14214,Bissett_AAAA_2016,ITS1F/ITS4,138.682,-34.7822,Australia,soil,79771,11792,91563,woodland,15.9,588,8.4,2016,2016,2016,FALSE
14232,Bissett_AAAA_2016,ITS1F/ITS4,110.547,-66.4719,Antarctica,soil,12141,5981,18122,desert,-11.2,292,6.27,2005,2005,2005,FALSE
14242,Park_2020_609a,ITS3/ITS4,128.463,38.0321,Asia,rhizosphere soil,0,63019,63019,forest,8.1,1382,5,2018,2018,2018,FALSE
14245,Yang_2020_addH,ITS3/ITS4,121.335,50.9258,Asia,soil,0,39844,39844,forest,-2.7,391,3.8,2017,2017,2017,FALSE
14260,Bissett_AAAA_2016,ITS1F/ITS4,145.448,-16.1034,Australia,soil,92964,10402,103366,forest,25,3329,5.6,2013,2013,2013,FALSE
14269,Yang_2019_D4B1,ITS1F/ITS2,119.433,30.348,Asia,soil,50360,0,50360,forest,10.9,2237,3.67,2015,2015,2015,FALSE
14270,Zheng_2021_QP,fITS7/ITS4,112.335,16.9588,Asia,soil,0,37422,37422,shrubland,24.7,1847,7.81,2014,2014,2014,FALSE
14271,Bissett_AAAA_2016,ITS1F/ITS4,138.68,-34.7106,Australia,soil,0,21067,21067,anthropogenic,16.3,511,8.9,2016,2016,2016,FALSE
14272,Wei_2021_TX,ITS5/ITS2,88.07,44.99,Asia,soil,47994,0,47994,desert,8.1,129,9.12,2018,2018,2018,FALSE
14286,Sun_2018_1B01,ITS3/ITS4,114.683,37.8833,Asia,soil,0,26277,26277,cropland,14.4,531,7.41,2016,2016,2016,FALSE
14287,Bissett_AAAA_2016,ITS1F/ITS4,140.706,-34.0372,Australia,soil,38813,3925,42738,shrubland,17.6,247,8.5,2013,2013,2013,FALSE
14294,Bissett_AAAA_2016,ITS1F/ITS4,138.12,-35.6348,Australia,soil,4,150976,150980,woodland,15.5,632,6.8,2014,2014,2014,FALSE
14295,Bissett_AAAA_2016,ITS1F/ITS4,138.692,-34.7735,Australia,soil,0,99525,99525,woodland,15.4,614,7.3,2016,2016,2016,FALSE
14300,Bissett_AAAA_2016,ITS1F/ITS4,150.72,-33.6101,Australia,soil,144885,52371,197256,woodland,17.6,903,5.9,2015,2015,2015,FALSE
14303,Yang_2021_mCB,ITS5/ITS2,123.761,44.6963,Asia,soil,26515,0,26515,grassland,6.1,433,9.6,2016,2016,2016,TRUE
14304,Zhang_2020_DB,ITS1F/ITS2,89.05,29.16,Asia,soil,34435,0,34435,desert,4.3,222,8.13,2016,2016,2016,FALSE
14305,Li_2020_addCL,ITS1F/ITS2,116.923,28.1428,Asia,soil,66291,0,66291,cropland,19.2,1788,5.1,2017,2017,2017,FALSE
14308,Zheng_2021_QP,fITS7/ITS4,113.959,21.8206,Asia,soil,0,29557,29557,woodland,23.7,1682,4.86,2014,2014,2014,FALSE
14309,Zheng_2021_QP,fITS7/ITS4,113.959,21.8206,Asia,soil,0,22444,22444,woodland,23.7,1682,4.61,2014,2014,2014,FALSE
14310,Nakayama_2019_3780,ITS1F_KYO2/ITS2_KYO2,144.639,43.3973,Asia,soil,61806,0,61806,forest,6.7,1044,3.84,2012,2012,2012,FALSE
14313,Ren_2018_5FED,ITS1F/ITS2,107.777,33.9792,Asia,soil,30018,0,30018,forest,-1.3,969,5.92,2016,2016,2016,FALSE
14314,Liu_2020_F,ITS1F/ITS2,108.31,36.05,Asia,soil,50207,0,50207,grassland,9.1,505,8.49,2015,2015,2015,FALSE
14315,Liu_2020_F,ITS1F/ITS2,108.31,36.05,Asia,soil,44533,0,44533,grassland,9.1,505,8.49,2015,2015,2015,FALSE
14325,Yang_2019_D4B1,ITS1F/ITS2,118.144,29.2586,Asia,soil,44683,0,44683,forest,15,2448,4.75,2016,2016,2016,FALSE
14326,Bissett_AAAA_2016,ITS1F/ITS4,119.212,-34.0003,Australia,soil,16467,13039,29506,shrubland,15.8,481,5.8,2013,2013,2013,FALSE
14327,Guo_2019_7177,ITS5/ITS2,100.97,22.37,Asia,soil,39810,0,39810,cropland,19.4,1534,3.99,2016,2016,2016,FALSE
14328,Bissett_AAAA_2016,ITS1F/ITS4,78.1094,-68.4938,Antarctica,soil,95244,82,95326,desert,-12.8,126,6.6,2013,2013,2013,FALSE
14335,Guo_2019_7177,ITS5/ITS2,114.06,32.1,Asia,soil,6416,0,6416,cropland,16.1,1014,5.13,2016,2016,2016,FALSE
14341,Egidi_AD_2019,fITS7/ITS4,145.592,-32.6339,Australia,soil,0,20392,20392,forest,18,342,7.89,2003,2015,2003 to 2015,FALSE
14351,Bissett_AAAA_2016,ITS1F/ITS4,131.034,-25.3523,Australia,soil,16491,2570,19061,shrubland,22.1,320,6.1,2012,2012,2012,FALSE
14354,Bissett_AAAA_2016,ITS1F/ITS4,132.634,-12.6208,Australia,soil,25973,8476,34449,shrubland,27.8,1491,5.7,2012,2012,2012,FALSE
14370,Kerfahi_2016_19C8,ITS1F/ITS2,101.973,3.2381,Asia,soil,58554,0,58554,forest,22.8,2378,4.16,2014,2014,2014,FALSE
14381,Banerjee_2018_BC45,ITS1F/ITS4,148.95,-35.6667,Australia,topsoil,68993,0,68993,woodland,9.8,768,4.57,2013,2013,2013,FALSE
14384,Bissett_AAAA_2016,ITS1F/ITS4,152.427,-28.2276,Australia,soil,101673,5529,107202,forest,13.9,1125,5.1,2014,2014,2014,FALSE
14390,Bissett_AAAA_2016,ITS1F/ITS4,138.678,-34.6882,Australia,soil,0,62701,62701,anthropogenic,16.3,493,8,2016,2016,2016,FALSE
14393,Bissett_AAAA_2016,ITS1F/ITS4,138.693,-34.7215,Australia,soil,0,48354,48354,grassland,15.9,562,8.4,2016,2016,2016,FALSE
14407,Bissett_AAAA_2016,ITS1F/ITS4,116.069,-32.6197,Australia,soil,0,30049,30049,forest,16.2,1306,5.8,2016,2016,2016,FALSE
14409,Cheung_2018_6158,ITS1F/ITS2,114.03,22.49,Asia,sediment,49621,0,49621,aquatic,23.3,1684,6.03,2015,2015,2015,FALSE
14418,Wang_2019_B506,ITS1F/ITS2,106.243,36.016,Asia,soil,27308,0,27308,grassland,7.3,415,8.62,2016,2016,2016,FALSE
14428,Bissett_AAAA_2016,ITS1F/ITS4,115.153,-30.0912,Australia,soil,42159,18109,60268,shrubland,19.3,621,6.1,2013,2013,2013,FALSE
14429,Bissett_AAAA_2016,ITS1F/ITS4,110.55,-66.4724,Antarctica,soil,78246,924,79170,desert,-11.2,292,6.52,2005,2005,2005,FALSE
14443,Bissett_AAAA_2016,ITS1F/ITS4,110.526,-66.2822,Antarctica,soil,171639,8792,180431,desert,-10.7,302,5.77,2006,2006,2006,FALSE
14449,Bissett_AAAA_2016,ITS1F/ITS4,138.679,-34.717,Australia,soil,0,11817,11817,woodland,16.3,514,8.7,2016,2016,2016,FALSE
14450,Bissett_AAAA_2016,ITS1F/ITS4,138.679,-34.717,Australia,soil,13621,2696,16317,woodland,16.3,514,8.7,2016,2016,2016,FALSE
14453,Bissett_AAAA_2016,ITS1F/ITS4,146.508,-36.1096,Australia,soil,30186,2084,32270,grassland,15.6,603,5.1,2012,2012,2012,FALSE
14458,Liu_2020_add,gITS7/ITS4,128.05,42.0667,Asia,soil,0,37480,37480,forest,-1.4,1021,5.16,2014,2014,2014,FALSE
14466,Bissett_AAAA_2016,ITS1F/ITS4,150.614,-35.1573,Australia,soil,15136,4440,19576,forest,17.3,1287,5,2012,2012,2012,FALSE
14468,Bissett_AAAA_2016,ITS1F/ITS4,115.042,-30.0489,Australia,soil,74948,7243,82191,shrubland,20.2,564,8.1,2013,2013,2013,FALSE
14474,Xiao_2018_395C,ITS5/ITS2,119.64,30.32,Asia,soil,16675,0,16675,forest,16.2,1652,3.92,2013,2013,2013,FALSE
14480,Xiao_2020_mCP,ITS1F/ITS2,100.25,37.3,Asia,soil,55745,0,55745,grassland,-0.4,331,8.11,2019,2019,2019,TRUE
14492,Jiao_2020_IB,ITS5/ITS2,129.49,44.35,Asia,soil,45842,0,45842,cropland,5,449,5.94,2017,2017,2017,FALSE
14493,Jiao_2020_IB,ITS5/ITS2,123.88,43.69,Asia,soil,76570,0,76570,cropland,7,516,8.28,2017,2017,2017,FALSE
14494,Jiao_2020_IB,ITS5/ITS2,122.08,40.95,Asia,soil,54869,0,54869,cropland,10,641,7.93,2017,2017,2017,FALSE
14495,Li_2020_addCL,ITS1F/ITS2,116.911,28.3045,Asia,soil,46112,0,46112,cropland,19.2,1789,5.53,2017,2017,2017,FALSE
14496,Luis_2019_0807,ITS1F/ITS4 then fITS9/ITS4,166.075,-21.9328,Australia,sediment,5,275689,275694,mangrove,23.3,1026,6.45,2016,2016,2016,FALSE
14502,Bissett_AAAA_2016,ITS1F/ITS4,110.546,-66.4717,Antarctica,soil,126863,3919,130782,desert,-11.2,292,6.47,2005,2005,2005,FALSE
14503,Bissett_AAAA_2016,ITS1F/ITS4,138.708,-34.8808,Australia,soil,27486,2846,30332,woodland,14.6,779,5.3,2013,2013,2013,FALSE
14507,Gupta_2019_8E61,ITS1F/ITS2,143.144,-37.3155,Australia,soil,126188,0,126188,cropland,12.9,547,7,2017,2017,2017,FALSE
14508,Gupta_2019_8E61,ITS1F/ITS2,143.144,-37.3155,Australia,soil,134180,0,134180,cropland,12.9,547,6.6,2017,2017,2017,FALSE
14509,Gupta_2019_8E61,ITS1F/ITS2,143.144,-37.3155,Australia,soil,41384,0,41384,cropland,12.9,547,7,2017,2017,2017,FALSE
14517,Zhang_2018_C983,ITS3/ITS4,97.21,28.37,Asia,topsoil,0,31173,31173,cropland,7.6,845,6.79,2015,2015,2015,FALSE
14521,Wang_2018_0A7D,ITS1F/ITS2,86.7,47.1,Asia,soil,23601,0,23601,grassland,3.8,162,7.9,2016,2016,2016,FALSE
14524,Lin_2020_KX,ITS3/ITS4,124.333,51.7,Asia,root,0,30327,30327,grassland,-2.1,480,5.94,2018,2018,2018,FALSE
14530,Bissett_AAAA_2016,ITS1F/ITS4,146.303,-42.0436,Australia,soil,75178,5499,80677,shrubland,6.6,1385,5.3,2013,2013,2013,FALSE
14532,Yang_2019_D4B1,ITS1F/ITS2,128.101,42.4031,Asia,soil,37427,0,37427,forest,4.1,792,8,2016,2016,2016,FALSE
14533,Deng_2019_547D,ITS1F/ITS2,124.74,40.83,Asia,soil,46978,0,46978,forest,7.3,955,5.45,2017,2017,2017,FALSE
14539,Bissett_AAAA_2016,ITS1F/ITS4,138.787,-34.6268,Australia,soil,0,20528,20528,woodland,15.7,501,6.9,2016,2016,2016,FALSE
14540,Banerjee_2018_BC45,ITS1F/ITS4,148.95,-35.6667,Australia,topsoil,83808,0,83808,grassland,9.8,768,4.79,2013,2013,2013,FALSE
14544,Hanif_2019_2019,gITS7/ITS4,112.83,22.57,Asia,soil,0,15861,15861,forest,22.8,1930,3.7678,2018,2018,2018,FALSE
14545,Bissett_AAAA_2016,ITS1F/ITS4,138.163,-35.655,Australia,soil,166122,18601,184723,woodland,15,681,6.2,2014,2014,2014,FALSE
14548,Bissett_AAAA_2016,ITS1F/ITS4,149.01,-35.8769,Australia,soil,69641,15222,84863,woodland,9.6,665,5.8,2014,2014,2014,FALSE
14552,Bissett_AAAA_2016,ITS1F/ITS4,148.283,-42.0233,Australia,soil,145615,6288,151903,forest,13.4,700,5.9,2013,2013,2013,FALSE
14559,Bissett_AAAA_2016,ITS1F/ITS4,148.3,-42.0585,Australia,soil,47413,2338,49751,forest,13.3,664,7.5,2013,2013,2013,FALSE
14567,Wang_2020_addCL,ITS1F/ITS2,105.06,37.5843,Asia,soil,39696,0,39696,desert,10.1,190,8.16,2015,2015,2015,FALSE
14571,Bissett_AAAA_2016,ITS1F/ITS4,110.546,-66.4717,Antarctica,soil,3223,124,3347,desert,-11.2,292,6.75,2005,2005,2005,FALSE
14572,Li_2019_mEE,ITS5/ITS2,116.17,42.02,Asia,soil,0,40591,40591,grassland,3.2,351,5.48,2017,2017,2017,TRUE
14586,DelgadoBaquerizo_2017_BB88,fITS7/ITS4,147.708,-31.8575,Australia,soil,0,96028,96028,shrubland,18.6,485,6.239144127,2009,2009,2009,FALSE
14602,Bissett_AAAA_2016,ITS1F/ITS4,117.688,-34.4036,Australia,soil,148938,16813,165751,forest,15.1,453,6.3,2016,2016,2016,FALSE
14612,Bissett_AAAA_2016,ITS1F/ITS4,116.224,-32.5723,Australia,soil,100376,13710,114086,forest,16.5,976,6.3,2016,2016,2016,FALSE
14613,Bissett_AAAA_2016,ITS1F/ITS4,116.172,-32.5236,Australia,soil,0,40070,40070,forest,16.7,1015,6.4,2016,2016,2016,FALSE
14615,Bissett_AAAA_2016,ITS1F/ITS4,110.586,-66.3699,Antarctica,soil,183050,33317,216367,desert,-10.6,316,4.86,2005,2005,2005,FALSE
14617,Yang_2017_EB1D,ITS3/ITS4,87.7122,33.2456,Asia,soil,0,38345,38345,desert,-3.8,183,8.61,2011,2011,2011,FALSE
14623,Yang_2020_addH,ITS3/ITS4,121.195,50.9036,Asia,soil,0,36182,36182,forest,-2.7,385,4.85,2017,2017,2017,FALSE
14624,Yang_2020_addH,ITS3/ITS4,121.497,50.9423,Asia,soil,0,36875,36875,forest,-3,462,5.78,2017,2017,2017,FALSE
14628,Egidi_AD_2019,fITS7/ITS4,145.976,-34.5544,Australia,soil,0,37568,37568,forest,17.1,403,6,2003,2015,2003 to 2015,FALSE
14639,Kerfahi_2016_19C8,ITS1F/ITS2,101.973,3.2381,Asia,soil,69321,0,69321,forest,22.8,2378,3.97,2014,2014,2014,FALSE
14644,Yang_2020_addH,ITS3/ITS4,121.809,50.9862,Asia,soil,0,42923,42923,forest,-2.6,437,5.11,2017,2017,2017,FALSE
14646,Bissett_AAAA_2016,ITS1F/ITS4,152.105,-28.2075,Australia,soil,96433,4205,100638,cropland,17.6,708,7.9,2013,2013,2013,FALSE
14648,Yang_2019_D4B1,ITS1F/ITS2,115.432,39.97,Asia,soil,37978,0,37978,forest,5.8,559,7.45,2015,2015,2015,FALSE
14649,Liu_2020_add,gITS7/ITS4,115.417,39.95,Asia,soil,0,17381,17381,forest,4.6,600,6.6,2014,2014,2014,FALSE
14651,Bissett_AAAA_2016,ITS1F/ITS4,150.723,-33.6088,Australia,soil,153168,38568,191736,woodland,17.6,903,5.8,2015,2015,2015,FALSE
14656,Zhang_2020_DB,ITS1F/ITS2,88.95,27.5,Asia,soil,34339,0,34339,desert,6,822,7.13,2016,2016,2016,FALSE
